Child_Term,Parent_Term,Relation
GO:0046820,GO:0008483,is_a
GO:0016212,GO:0008483,is_a
GO:0008793,GO:0008483,is_a
GO:0008453,GO:0008483,is_a
GO:0004648,GO:0008483,is_a
GO:0004587,GO:0008483,is_a
GO:0004400,GO:0008483,is_a
GO:0004360,GO:0008483,is_a
GO:0052656,GO:0008483,is_a
GO:0052655,GO:0008483,is_a
GO:0052654,GO:0008483,is_a
GO:0004069,GO:0008483,is_a
GO:0004021,GO:0008483,is_a
GO:0004015,GO:0008483,is_a
GO:0003992,GO:0008483,is_a
GO:0008483,GO:0016769,is_a
GO:0003867,GO:0008483,is_a
GO:0003873,GO:0008443,is_a
GO:0008443,GO:0016773,is_a
GO:0008443,GO:0019200,is_a
GO:0003872,GO:0008443,is_a
GO:0043334,GO:0008425,is_a
GO:0042973,GO:0008422,is_a
GO:0004338,GO:0008422,is_a
GO:0033699,GO:0035312,is_a
GO:0045462,GO:0016413,is_a
GO:0016287,GO:0016413,is_a
GO:0004414,GO:0016413,is_a
GO:0004144,GO:0016411,is_a
GO:0003841,GO:0016411,is_a
GO:0034321,GO:0016415,is_a
GO:0034321,GO:0016413,is_a
GO:0034321,GO:0008374,is_a
GO:0034319,GO:0016747,is_a
GO:0034319,GO:0016413,is_a
GO:0034319,GO:0008374,is_a
GO:0047184,GO:0008374,is_a
GO:0032216,GO:0008374,is_a
GO:0016413,GO:0016407,is_a
GO:0016413,GO:0008374,is_a
GO:0016411,GO:0008374,is_a
GO:0034737,GO:0008374,is_a
GO:0034736,GO:0008374,is_a
GO:0004366,GO:0008374,is_a
GO:0004092,GO:0016413,is_a
GO:0004092,GO:0008374,is_a
GO:0008374,GO:0016747,is_a
GO:0004026,GO:0016413,is_a
GO:0004026,GO:0008374,is_a
GO:0015369,GO:0015085,is_a
GO:0015369,GO:0015299,is_a
GO:0015369,GO:0046873,is_a
GO:0015095,GO:0072509,is_a
GO:0015095,GO:0046873,is_a
GO:0015085,GO:0072509,is_a
GO:0015085,GO:0046873,is_a
GO:0015081,GO:0015077,is_a
GO:0015081,GO:0046873,is_a
GO:0015079,GO:0015077,is_a
GO:0015079,GO:0046873,is_a
GO:0072509,GO:0022890,is_a
GO:0015077,GO:0022890,is_a
GO:0046961,GO:0015078,is_a
GO:0046961,GO:0019829,is_a
GO:0005388,GO:0015662,is_a
GO:0005388,GO:0015085,is_a
GO:0005388,GO:0019829,is_a
GO:0015295,GO:0015294,is_a
GO:0015391,GO:0015205,is_a
GO:0015391,GO:0015294,is_a
GO:0015370,GO:0015081,is_a
GO:0015370,GO:0015294,is_a
GO:0008519,GO:0022890,is_a
GO:0008519,GO:0015101,is_a
GO:0015450,GO:0015405,is_a
GO:0015450,GO:0008320,is_a
GO:0008320,GO:0008565,is_a
GO:0008320,GO:0022891,is_a
GO:0015266,GO:0008320,is_a
GO:0015266,GO:0015267,is_a
GO:0051908,GO:0008309,is_a
GO:0051908,GO:0035312,is_a
GO:0045145,GO:0008297,is_a
GO:0045145,GO:0035312,is_a
GO:0008311,GO:0008309,is_a
GO:0008311,GO:0008296,is_a
GO:0008310,GO:0008297,is_a
GO:0008310,GO:0008296,is_a
GO:0018024,GO:0042054,is_a
GO:0018024,GO:0016279,is_a
GO:0000277,GO:0016279,is_a
GO:0035243,GO:0016274,is_a
GO:0035242,GO:0016274,is_a
GO:0035241,GO:0016274,is_a
GO:0019702,GO:0016274,is_a
GO:0008469,GO:0042054,is_a
GO:0008469,GO:0016274,is_a
GO:0050483,GO:0008252,is_a
GO:0008252,GO:0016791,is_a
GO:0008441,GO:0008252,is_a
GO:0034701,GO:0008238,is_a
GO:0016805,GO:0008238,is_a
GO:0008242,GO:0008238,is_a
GO:0008239,GO:0008238,is_a
GO:0070573,GO:0016805,is_a
GO:0070573,GO:0008235,is_a
GO:0008235,GO:0008238,is_a
GO:0008235,GO:0008237,is_a
GO:0016929,GO:0019783,is_a
GO:0004843,GO:0019783,is_a
GO:0019783,GO:0008234,is_a
GO:0008238,GO:0070011,is_a
GO:0008237,GO:0070011,is_a
GO:0008236,GO:0070011,is_a
GO:0008236,GO:0017171,is_a
GO:0008234,GO:0070011,is_a
GO:0004176,GO:0070011,is_a
GO:0004176,GO:0042623,is_a
GO:0070011,GO:0008233,is_a
GO:0016906,GO:0035251,is_a
GO:0008466,GO:0035251,is_a
GO:0004581,GO:0035251,is_a
GO:0004373,GO:0035251,is_a
GO:0003980,GO:0035251,is_a
GO:0003843,GO:0035251,is_a
GO:0003825,GO:0035251,is_a
GO:0017176,GO:0008375,is_a
GO:0004577,GO:0008375,is_a
GO:0004100,GO:0008375,is_a
GO:0035251,GO:0046527,is_a
GO:0035251,GO:0008194,is_a
GO:0008194,GO:0016757,is_a
GO:0008375,GO:0016758,is_a
GO:0008375,GO:0008194,is_a
GO:0008193,GO:0008192,is_a
GO:0008192,GO:0070568,is_a
GO:0004484,GO:0008192,is_a
GO:0008186,GO:0042623,is_a
GO:0052735,GO:0016427,is_a
GO:0016428,GO:0016427,is_a
GO:0009020,GO:0016423,is_a
GO:0009019,GO:0016423,is_a
GO:0008176,GO:0016423,is_a
GO:0030696,GO:0016300,is_a
GO:0016435,GO:0008649,is_a
GO:0016300,GO:0008175,is_a
GO:0016422,GO:0008174,is_a
GO:0001734,GO:0008174,is_a
GO:0016429,GO:0008757,is_a
GO:0016429,GO:0008175,is_a
GO:0046547,GO:0008757,is_a
GO:0009021,GO:0016300,is_a
GO:0009021,GO:0008757,is_a
GO:0016427,GO:0008757,is_a
GO:0016427,GO:0008175,is_a
GO:0016423,GO:0008757,is_a
GO:0016423,GO:0008175,is_a
GO:0004808,GO:0008757,is_a
GO:0004808,GO:0008175,is_a
GO:0004481,GO:0008757,is_a
GO:0004395,GO:0008757,is_a
GO:0004164,GO:0008757,is_a
GO:0008898,GO:0008757,is_a
GO:0008898,GO:0008172,is_a
GO:0003908,GO:0008172,is_a
GO:0008689,GO:0008757,is_a
GO:0008689,GO:0008171,is_a
GO:0008650,GO:0008171,is_a
GO:0008650,GO:0008649,is_a
GO:0080101,GO:0008757,is_a
GO:0080101,GO:0008170,is_a
GO:0018064,GO:0008757,is_a
GO:0018064,GO:0008170,is_a
GO:0008989,GO:0016435,is_a
GO:0008989,GO:0008170,is_a
GO:0008112,GO:0008757,is_a
GO:0008112,GO:0008170,is_a
GO:0004809,GO:0016423,is_a
GO:0004809,GO:0008170,is_a
GO:0004608,GO:0008757,is_a
GO:0004608,GO:0008170,is_a
GO:0004482,GO:0008170,is_a
GO:0004482,GO:0008174,is_a
GO:0000773,GO:0008757,is_a
GO:0000773,GO:0008170,is_a
GO:0000179,GO:0008170,is_a
GO:0000179,GO:0008649,is_a
GO:0008425,GO:0008169,is_a
GO:0004851,GO:0008757,is_a
GO:0004851,GO:0008169,is_a
GO:0003838,GO:0008757,is_a
GO:0003838,GO:0008169,is_a
GO:0008757,GO:0008168,is_a
GO:0008172,GO:0008168,is_a
GO:0008171,GO:0008168,is_a
GO:0008170,GO:0008168,is_a
GO:0008169,GO:0008168,is_a
GO:0004799,GO:0008168,is_a
GO:0004047,GO:0008168,is_a
GO:0003871,GO:0008172,is_a
GO:0003871,GO:0008168,is_a
GO:0008168,GO:0016741,is_a
GO:0043142,GO:0008094,is_a
GO:0008094,GO:0042623,is_a
GO:0032038,GO:0045159,is_a
GO:0032038,GO:0017022,is_a
GO:0045159,GO:0017022,is_a
GO:0031489,GO:0017022,is_a
GO:0017024,GO:0017022,is_a
GO:0048487,GO:0015631,is_a
GO:0043014,GO:0015631,is_a
GO:0017005,GO:0008081,is_a
GO:0047389,GO:0008081,is_a
GO:0008889,GO:0008081,is_a
GO:0008081,GO:0042578,is_a
GO:0047812,GO:0008080,is_a
GO:0046941,GO:0008080,is_a
GO:0046027,GO:0008080,is_a
GO:0004596,GO:0008080,is_a
GO:0004358,GO:0008080,is_a
GO:0004343,GO:0008080,is_a
GO:0004145,GO:0008080,is_a
GO:0004059,GO:0008080,is_a
GO:0008080,GO:0016410,is_a
GO:0008080,GO:0016407,is_a
GO:0004042,GO:0008080,is_a
GO:0019211,GO:0016791,positively_regulates
GO:0019211,GO:0019208,is_a
GO:0019211,GO:0008047,is_a
GO:0010698,GO:0016407,positively_regulates
GO:0010698,GO:0008047,is_a
GO:0015432,GO:0015125,is_a
GO:0015432,GO:0042626,is_a
GO:0015355,GO:0015291,is_a
GO:0015355,GO:0008028,is_a
GO:0015125,GO:0008028,is_a
GO:0015124,GO:0008028,is_a
GO:0015123,GO:0008514,is_a
GO:0015123,GO:0008028,is_a
GO:0005477,GO:0015291,is_a
GO:0005477,GO:0008028,is_a
GO:0008017,GO:0015631,is_a
GO:0051010,GO:0008017,is_a
GO:0015216,GO:0015215,is_a
GO:0015215,GO:0015932,is_a
GO:0015218,GO:0015215,is_a
GO:0042937,GO:0015198,is_a
GO:0042936,GO:0015198,is_a
GO:0015198,GO:0015197,is_a
GO:0035673,GO:0015198,is_a
GO:0035673,GO:0022891,is_a
GO:0045118,GO:0015238,is_a
GO:0015103,GO:0008509,is_a
GO:0008514,GO:0008509,is_a
GO:0005452,GO:0015300,is_a
GO:0005452,GO:0008509,is_a
GO:0015319,GO:0015114,is_a
GO:0015319,GO:0015081,is_a
GO:0015319,GO:0008509,is_a
GO:0015319,GO:0015294,is_a
GO:0008509,GO:0015075,is_a
GO:0015299,GO:0015300,is_a
GO:0015299,GO:0015078,is_a
GO:0015299,GO:0008324,is_a
GO:0046873,GO:0008324,is_a
GO:0022890,GO:0008324,is_a
GO:0019829,GO:0042625,is_a
GO:0019829,GO:0008324,is_a
GO:0015294,GO:0015293,is_a
GO:0015294,GO:0008324,is_a
GO:0015101,GO:0008324,is_a
GO:0008324,GO:0015075,is_a
GO:0071885,GO:0008276,is_a
GO:0042054,GO:0008276,is_a
GO:0016279,GO:0008757,is_a
GO:0016279,GO:0008170,is_a
GO:0016279,GO:0008276,is_a
GO:0016274,GO:0008757,is_a
GO:0016274,GO:0008170,is_a
GO:0016274,GO:0008276,is_a
GO:0008276,GO:0008168,is_a
GO:0060590,GO:0016887,regulates
GO:0060590,GO:0060589,is_a
GO:0042624,GO:0016887,is_a
GO:0042623,GO:0016887,is_a
GO:0016887,GO:0017111,is_a
GO:0001671,GO:0060590,is_a
GO:0001671,GO:0016887,positively_regulates
GO:0001671,GO:0008047,is_a
GO:0080025,GO:0035091,is_a
GO:0070273,GO:0035091,is_a
GO:0043325,GO:0035091,is_a
GO:0032266,GO:0035091,is_a
GO:0010314,GO:0035091,is_a
GO:0005546,GO:0035091,is_a
GO:0005545,GO:0035091,is_a
GO:0070300,GO:0005543,is_a
GO:0035091,GO:0005543,is_a
GO:0005544,GO:0005543,is_a
GO:0001786,GO:0005543,is_a
GO:0005537,GO:0048029,is_a
GO:0005536,GO:0048029,is_a
GO:0048029,GO:0005529,is_a
GO:0050815,GO:0016597,is_a
GO:0050815,GO:0051219,is_a
GO:0046982,GO:0046983,is_a
GO:0042803,GO:0046983,is_a
GO:0042803,GO:0042802,is_a
GO:0070577,GO:0042393,is_a
GO:0035064,GO:0042393,is_a
GO:0031683,GO:0032403,is_a
GO:0010997,GO:0032403,is_a
GO:0043130,GO:0032182,is_a
GO:0032183,GO:0032182,is_a
GO:0008190,GO:0031369,is_a
GO:0051879,GO:0031072,is_a
GO:0030544,GO:0031072,is_a
GO:0097020,GO:0030674,is_a
GO:0033149,GO:0019904,is_a
GO:0032093,GO:0019904,is_a
GO:0031625,GO:0019899,is_a
GO:0019903,GO:0019899,is_a
GO:0019901,GO:0019899,is_a
GO:0051020,GO:0019899,is_a
GO:0008179,GO:0019899,is_a
GO:0017022,GO:0008092,is_a
GO:0015631,GO:0008092,is_a
GO:0005519,GO:0008092,is_a
GO:0016532,GO:0016531,is_a
GO:0005506,GO:0046914,is_a
GO:0008198,GO:0005506,is_a
GO:0015485,GO:0032934,is_a
GO:0008142,GO:0032934,is_a
GO:0050662,GO:0048037,is_a
GO:0048038,GO:0048037,is_a
GO:0043023,GO:0043021,is_a
GO:0043022,GO:0043021,is_a
GO:0005047,GO:0043021,is_a
GO:0070492,GO:0030246,is_a
GO:0005529,GO:0030246,is_a
GO:0030170,GO:0048037,is_a
GO:0030170,GO:0019842,is_a
GO:0031418,GO:0031406,is_a
GO:0031418,GO:0019842,is_a
GO:0031177,GO:0016597,is_a
GO:0031177,GO:0019842,is_a
GO:0030976,GO:0050662,is_a
GO:0030976,GO:0019842,is_a
GO:0046625,GO:0008289,is_a
GO:0005543,GO:0008289,is_a
GO:0032934,GO:0008289,is_a
GO:0000062,GO:0050662,is_a
GO:0000062,GO:0031406,is_a
GO:0000062,GO:0008289,is_a
GO:0005528,GO:0008144,is_a
GO:0015386,GO:0015297,is_a
GO:0015386,GO:0015079,is_a
GO:0015386,GO:0005451,is_a
GO:0005451,GO:0015299,is_a
GO:0015385,GO:0015081,is_a
GO:0015385,GO:0005451,is_a
GO:0005402,GO:0051119,is_a
GO:0005402,GO:0015294,is_a
GO:0000007,GO:0005385,is_a
GO:0000006,GO:0005385,is_a
GO:0015410,GO:0019829,is_a
GO:0015410,GO:0005384,is_a
GO:0015620,GO:0015343,is_a
GO:0015344,GO:0015343,is_a
GO:0015093,GO:0072509,is_a
GO:0015093,GO:0005381,is_a
GO:0015088,GO:0005375,is_a
GO:0004008,GO:0015662,is_a
GO:0004008,GO:0005375,is_a
GO:0005364,GO:0015295,is_a
GO:0005364,GO:0005402,is_a
GO:0005364,GO:0005363,is_a
GO:0015142,GO:0046943,is_a
GO:0008028,GO:0046943,is_a
GO:0008508,GO:0015370,is_a
GO:0008508,GO:0015125,is_a
GO:0008508,GO:0005342,is_a
GO:0005342,GO:0022891,is_a
GO:0046943,GO:0005342,is_a
GO:0005462,GO:0015165,is_a
GO:0005459,GO:0015165,is_a
GO:0015165,GO:0005338,is_a
GO:0005338,GO:0015144,is_a
GO:0005458,GO:0005338,is_a
GO:0015213,GO:0015214,is_a
GO:0015212,GO:0015214,is_a
GO:0034257,GO:0005337,is_a
GO:0015214,GO:0005337,is_a
GO:0005337,GO:0015932,is_a
GO:0000095,GO:0005337,is_a
GO:0000095,GO:0051185,is_a
GO:0000095,GO:0072349,is_a
GO:0008526,GO:0005548,is_a
GO:0004012,GO:0043492,is_a
GO:0004012,GO:0005548,is_a
GO:0034041,GO:0015248,is_a
GO:0034041,GO:0005319,is_a
GO:0034041,GO:0042626,is_a
GO:0005324,GO:0005319,is_a
GO:0046624,GO:0005319,is_a
GO:0015248,GO:0005319,is_a
GO:0005548,GO:0005319,is_a
GO:0005469,GO:0015297,is_a
GO:0005469,GO:0005310,is_a
GO:0034658,GO:0005310,is_a
GO:0015127,GO:0005310,is_a
GO:0005310,GO:0046943,is_a
GO:0000227,GO:0015291,is_a
GO:0000227,GO:0005310,is_a
GO:0015606,GO:0015203,is_a
GO:0015489,GO:0015203,is_a
GO:0000297,GO:0015203,is_a
GO:0034228,GO:0005275,is_a
GO:0015220,GO:0005275,is_a
GO:0015203,GO:0005275,is_a
GO:0005275,GO:0022891,is_a
GO:0005275,GO:0022804,is_a
GO:0005249,GO:0005267,is_a
GO:0005249,GO:0022843,is_a
GO:0005245,GO:0005262,is_a
GO:0005245,GO:0022843,is_a
GO:0005247,GO:0008308,is_a
GO:0005272,GO:0005261,is_a
GO:0005267,GO:0015079,is_a
GO:0005267,GO:0005261,is_a
GO:0005262,GO:0005261,is_a
GO:0005227,GO:0005261,is_a
GO:0022843,GO:0005261,is_a
GO:0022843,GO:0005244,is_a
GO:0015275,GO:0022836,is_a
GO:0015275,GO:0005262,is_a
GO:0015275,GO:0005216,is_a
GO:0008308,GO:0008509,is_a
GO:0008308,GO:0005216,is_a
GO:0008308,GO:0005244,is_a
GO:0005261,GO:0008324,is_a
GO:0005261,GO:0005216,is_a
GO:0005216,GO:0022838,is_a
GO:0005216,GO:0015075,is_a
GO:0005244,GO:0022836,is_a
GO:0005244,GO:0005216,is_a
GO:0051185,GO:0051184,is_a
GO:0051724,GO:0051184,is_a
GO:0015663,GO:0022891,is_a
GO:0015663,GO:0051184,is_a
GO:0015230,GO:0022891,is_a
GO:0015230,GO:0051184,is_a
GO:0015225,GO:0051183,is_a
GO:0015225,GO:0051184,is_a
GO:0015197,GO:0022892,is_a
GO:0008565,GO:0022892,is_a
GO:0005319,GO:0022892,is_a
GO:0000036,GO:0022892,is_a
GO:0051183,GO:0022857,is_a
GO:0022891,GO:0022892,is_a
GO:0022891,GO:0022857,is_a
GO:0022804,GO:0022857,is_a
GO:0080139,GO:0046715,is_a
GO:0080139,GO:0022857,is_a
GO:0042626,GO:0043492,is_a
GO:0042626,GO:0015405,is_a
GO:0042626,GO:0022857,is_a
GO:0015267,GO:0022857,is_a
GO:0015238,GO:0022857,is_a
GO:0005274,GO:0015391,is_a
GO:0005274,GO:0022857,is_a
GO:0005078,GO:0060090,is_a
GO:0005078,GO:0032947,is_a
GO:0001664,GO:0005102,is_a
GO:0000772,GO:0005102,is_a
GO:0005100,GO:0005099,is_a
GO:0005098,GO:0005099,is_a
GO:0005097,GO:0005099,is_a
GO:0005094,GO:0005092,is_a
GO:0005093,GO:0005092,is_a
GO:0017112,GO:0005088,is_a
GO:0005089,GO:0005088,is_a
GO:0005087,GO:0005088,is_a
GO:0005092,GO:0019003,positively_regulates
GO:0005092,GO:0005083,is_a
GO:0005090,GO:0005085,is_a
GO:0005090,GO:0005083,is_a
GO:0005088,GO:0005085,is_a
GO:0005088,GO:0005083,is_a
GO:0005086,GO:0005085,is_a
GO:0005086,GO:0005083,is_a
GO:0045015,GO:0005048,is_a
GO:0030943,GO:0005048,is_a
GO:0030942,GO:0005048,is_a
GO:0008139,GO:0005048,is_a
GO:0004934,GO:0004932,is_a
GO:0004933,GO:0004932,is_a
GO:0004932,GO:0004930,is_a
GO:0043531,GO:0032559,is_a
GO:0043531,GO:0004930,is_a
GO:0008158,GO:0004888,is_a
GO:0005034,GO:0004888,is_a
GO:0004930,GO:0004888,is_a
GO:0004888,GO:0038023,is_a
GO:0009927,GO:0016301,is_a
GO:0009927,GO:0004871,is_a
GO:0005057,GO:0004871,is_a
GO:0000156,GO:0004871,is_a
GO:0042030,GO:0060590,is_a
GO:0042030,GO:0016887,negatively_regulates
GO:0042030,GO:0004857,is_a
GO:0019210,GO:0016301,negatively_regulates
GO:0019210,GO:0019207,is_a
GO:0019210,GO:0004857,is_a
GO:0097027,GO:0004842,positively_regulates
GO:0097027,GO:0055106,is_a
GO:0090302,GO:0004842,is_a
GO:0004842,GO:0019787,is_a
GO:0034450,GO:0004842,is_a
GO:0004832,GO:0004812,is_a
GO:0004831,GO:0004812,is_a
GO:0004830,GO:0004812,is_a
GO:0004829,GO:0004812,is_a
GO:0004828,GO:0004812,is_a
GO:0004827,GO:0004812,is_a
GO:0004826,GO:0004812,is_a
GO:0004825,GO:0004812,is_a
GO:0004824,GO:0004812,is_a
GO:0004823,GO:0004812,is_a
GO:0004822,GO:0004812,is_a
GO:0004821,GO:0004812,is_a
GO:0004820,GO:0004812,is_a
GO:0004819,GO:0004812,is_a
GO:0004818,GO:0004812,is_a
GO:0004817,GO:0004812,is_a
GO:0004816,GO:0004812,is_a
GO:0004815,GO:0004812,is_a
GO:0004814,GO:0004812,is_a
GO:0004813,GO:0004812,is_a
GO:0004781,GO:0004779,is_a
GO:0004779,GO:0070566,is_a
GO:0004780,GO:0004779,is_a
GO:0004755,GO:0004753,is_a
GO:0004753,GO:0016646,is_a
GO:0004754,GO:0004753,is_a
GO:0004738,GO:0016903,is_a
GO:0004739,GO:0016624,is_a
GO:0004739,GO:0004738,is_a
GO:0072542,GO:0019211,is_a
GO:0072542,GO:0019888,is_a
GO:0008601,GO:0019888,is_a
GO:0008599,GO:0019888,is_a
GO:0008597,GO:0004723,regulates
GO:0008597,GO:0019888,is_a
GO:0033550,GO:0004725,is_a
GO:0008420,GO:0004722,is_a
GO:0004724,GO:0004722,is_a
GO:0004723,GO:0004722,is_a
GO:0017017,GO:0008138,is_a
GO:0017017,GO:0004721,is_a
GO:0019888,GO:0004721,regulates
GO:0019888,GO:0019208,is_a
GO:0008138,GO:0004721,is_a
GO:0004864,GO:0016791,is_a
GO:0004864,GO:0019888,is_a
GO:0004864,GO:0004721,negatively_regulates
GO:0004864,GO:0019208,is_a
GO:0004864,GO:0004857,is_a
GO:0004725,GO:0004721,is_a
GO:0004721,GO:0016791,is_a
GO:0004722,GO:0004721,is_a
GO:0004862,GO:0004691,negatively_regulates
GO:0004862,GO:0030291,is_a
GO:0008349,GO:0004702,is_a
GO:0004709,GO:0004702,is_a
GO:0004707,GO:0004702,is_a
GO:0004861,GO:0016538,is_a
GO:0004861,GO:0030291,is_a
GO:0004861,GO:0004693,negatively_regulates
GO:0016538,GO:0004693,regulates
GO:0016538,GO:0019887,is_a
GO:0008603,GO:0004691,regulates
GO:0008603,GO:0019887,is_a
GO:0004708,GO:0004712,is_a
GO:0004691,GO:0004674,is_a
GO:0030291,GO:0004860,is_a
GO:0030291,GO:0004674,negatively_regulates
GO:0008353,GO:0004674,is_a
GO:0004702,GO:0005057,is_a
GO:0004702,GO:0004674,is_a
GO:0004697,GO:0004674,is_a
GO:0004694,GO:0004674,is_a
GO:0004693,GO:0004674,is_a
GO:0004683,GO:0004674,is_a
GO:0004679,GO:0004674,is_a
GO:0035174,GO:0004674,is_a
GO:0035174,GO:0004672,is_a
GO:0019887,GO:0004672,regulates
GO:0019887,GO:0019207,is_a
GO:0004860,GO:0019210,is_a
GO:0004860,GO:0019887,is_a
GO:0004860,GO:0004672,negatively_regulates
GO:0004740,GO:0004672,is_a
GO:0004713,GO:0004672,is_a
GO:0004712,GO:0004672,is_a
GO:0004674,GO:0004672,is_a
GO:0004672,GO:0016773,is_a
GO:0004672,GO:0016301,is_a
GO:0000155,GO:0004672,is_a
GO:0000155,GO:0016772,is_a
GO:0000155,GO:0004871,is_a
GO:0004663,GO:0004661,is_a
GO:0004662,GO:0004661,is_a
GO:0004661,GO:0008318,is_a
GO:0004660,GO:0008318,is_a
GO:0045547,GO:0004659,is_a
GO:0008834,GO:0004659,is_a
GO:0008318,GO:0004659,is_a
GO:0004337,GO:0004659,is_a
GO:0004161,GO:0004659,is_a
GO:0047293,GO:0004659,is_a
GO:0008412,GO:0004659,is_a
GO:0004659,GO:0016765,is_a
GO:0002083,GO:0004659,is_a
GO:0052712,GO:0004629,is_a
GO:0034479,GO:0004629,is_a
GO:0004435,GO:0004629,is_a
GO:0047499,GO:0004623,is_a
GO:0070290,GO:0008081,is_a
GO:0070290,GO:0004620,is_a
GO:0004630,GO:0008081,is_a
GO:0004630,GO:0004620,is_a
GO:0004629,GO:0008081,is_a
GO:0004629,GO:0004620,is_a
GO:0004623,GO:0052689,is_a
GO:0004623,GO:0004620,is_a
GO:0004620,GO:0016298,is_a
GO:0004622,GO:0052689,is_a
GO:0004622,GO:0004620,is_a
GO:0008379,GO:0051920,is_a
GO:0008379,GO:0004601,is_a
GO:0004602,GO:0004601,is_a
GO:0004130,GO:0004601,is_a
GO:0004096,GO:0004601,is_a
GO:0004586,GO:0016831,is_a
GO:0090369,GO:0004857,is_a
GO:0090369,GO:0004585,negatively_regulates
GO:0008496,GO:0004559,is_a
GO:0033919,GO:0004558,is_a
GO:0032450,GO:0004558,is_a
GO:0008422,GO:0015926,is_a
GO:0004574,GO:0015926,is_a
GO:0004573,GO:0015926,is_a
GO:0004558,GO:0015926,is_a
GO:0004339,GO:0015926,is_a
GO:0004571,GO:0015923,is_a
GO:0004559,GO:0015923,is_a
GO:0008843,GO:0004568,is_a
GO:0004575,GO:0004558,is_a
GO:0004575,GO:0004564,is_a
GO:0033903,GO:0004553,is_a
GO:0004557,GO:0004553,is_a
GO:0004555,GO:0004553,is_a
GO:0071633,GO:0017040,is_a
GO:0071633,GO:0004553,is_a
GO:0070774,GO:0017040,is_a
GO:0070774,GO:0004553,is_a
GO:0015926,GO:0004553,is_a
GO:0015923,GO:0004553,is_a
GO:0008810,GO:0004553,is_a
GO:0004650,GO:0004553,is_a
GO:0004568,GO:0004553,is_a
GO:0004553,GO:0016798,is_a
GO:0004564,GO:0004553,is_a
GO:0004081,GO:0008796,is_a
GO:0047710,GO:0004551,is_a
GO:0035529,GO:0004551,is_a
GO:0034432,GO:0004551,is_a
GO:0034431,GO:0004551,is_a
GO:0008796,GO:0004551,is_a
GO:0004551,GO:0016462,is_a
GO:0000210,GO:0004551,is_a
GO:0008853,GO:0016895,is_a
GO:0008309,GO:0016895,is_a
GO:0008297,GO:0016895,is_a
GO:0035312,GO:0016895,is_a
GO:0035312,GO:0008409,is_a
GO:0004534,GO:0016896,is_a
GO:0004534,GO:0008409,is_a
GO:0008859,GO:0016896,is_a
GO:0008859,GO:0008408,is_a
GO:0008296,GO:0016895,is_a
GO:0008296,GO:0008408,is_a
GO:0016895,GO:0016796,is_a
GO:0016895,GO:0004529,is_a
GO:0033897,GO:0016892,is_a
GO:0000213,GO:0016892,is_a
GO:0000213,GO:0004549,is_a
GO:0042781,GO:0016891,is_a
GO:0008419,GO:0016891,is_a
GO:0004526,GO:0016891,is_a
GO:0004526,GO:0004549,is_a
GO:0004525,GO:0016891,is_a
GO:0004523,GO:0016891,is_a
GO:0008821,GO:0016889,is_a
GO:0008833,GO:0016888,is_a
GO:0016892,GO:0016894,is_a
GO:0016892,GO:0004521,is_a
GO:0016891,GO:0016893,is_a
GO:0016891,GO:0004521,is_a
GO:0017108,GO:0016888,is_a
GO:0017108,GO:0004520,is_a
GO:0016889,GO:0016894,is_a
GO:0016889,GO:0004520,is_a
GO:0016888,GO:0016893,is_a
GO:0016888,GO:0004520,is_a
GO:0000014,GO:0004520,is_a
GO:0004549,GO:0004540,is_a
GO:0000171,GO:0004540,is_a
GO:0016896,GO:0016796,is_a
GO:0016896,GO:0004540,is_a
GO:0016896,GO:0004527,is_a
GO:0016796,GO:0004527,is_a
GO:0008409,GO:0004527,is_a
GO:0008408,GO:0004527,is_a
GO:0004529,GO:0004536,is_a
GO:0004529,GO:0004527,is_a
GO:0004528,GO:0008081,is_a
GO:0004528,GO:0004527,is_a
GO:0016894,GO:0004519,is_a
GO:0016893,GO:0004519,is_a
GO:0004521,GO:0004540,is_a
GO:0004521,GO:0004519,is_a
GO:0004520,GO:0004536,is_a
GO:0004520,GO:0004519,is_a
GO:0004540,GO:0004518,is_a
GO:0004536,GO:0004518,is_a
GO:0004527,GO:0004518,is_a
GO:0004518,GO:0016788,is_a
GO:0004519,GO:0004518,is_a
GO:0004502,GO:0016709,is_a
GO:0004499,GO:0016709,is_a
GO:0000254,GO:0016709,is_a
GO:0018580,GO:0016701,is_a
GO:0018580,GO:0004497,is_a
GO:0019135,GO:0016705,is_a
GO:0019135,GO:0004497,is_a
GO:0016709,GO:0016705,is_a
GO:0016709,GO:0004497,is_a
GO:0004506,GO:0016705,is_a
GO:0004506,GO:0004497,is_a
GO:0004460,GO:0016898,is_a
GO:0004460,GO:0004457,is_a
GO:0004457,GO:0016614,is_a
GO:0004458,GO:0016898,is_a
GO:0004458,GO:0004457,is_a
GO:0004450,GO:0004448,is_a
GO:0004448,GO:0016616,is_a
GO:0004449,GO:0004448,is_a
GO:0046970,GO:0017136,is_a
GO:0046969,GO:0004407,is_a
GO:0046969,GO:0017136,is_a
GO:0032041,GO:0004407,is_a
GO:0032041,GO:0017136,is_a
GO:0045129,GO:0004407,is_a
GO:0034739,GO:0004407,is_a
GO:0004407,GO:0016811,is_a
GO:0004407,GO:0019213,is_a
GO:0017136,GO:0004407,is_a
GO:0010485,GO:0004402,is_a
GO:0004402,GO:0008080,is_a
GO:0010484,GO:0004402,is_a
GO:0004396,GO:0016773,is_a
GO:0004396,GO:0019200,is_a
